ID oficial,Abogado,Cargo oficial ES,Cargo Replit ES,Estado,Hallazgos,Oficial ES,Estado oficial ES,Oficial EN,Estado oficial EN,Replit ES,Estado Replit ES,Replit EN,Estado Replit EN
437,Regina González,Asociado,Asociado,Revisar diferencias,introEs | introEn | bodyEs | bodyEn,https://www.vonwobeser.com/index.php/abogado?l=437,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=437,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/regina-gonzalez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/regina-gonzalez?lang=en,Correcto
403,Ana Victoria Guevara,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=403,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=403,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/ana-victoria-guevara,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/ana-victoria-guevara?lang=en,Correcto
436,Arturo Hernández,Asociado,Asociado,Revisar diferencias,introEs | introEn | bodyEs | bodyEn | education,https://www.vonwobeser.com/index.php/abogado?l=436,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=436,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/arturo-hernandez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/arturo-hernandez?lang=en,Correcto
346,Gastón Hinojosa,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=346,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=346,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/gaston-hinojosa,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/gaston-hinojosa?lang=en,Correcto
430,Amanda Ibáñez,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=430,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=430,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/amanda-ibanez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/amanda-ibanez?lang=en,Correcto
246,Elías Jalife,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=246,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=246,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/elias-jalife,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/elias-jalife?lang=en,Correcto
416,Andrés Jiménez,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=416,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=416,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/andres-jimenez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/andres-jimenez?lang=en,Correcto
383,Dolores Jiménez,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=383,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=383,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/dolores-jimenez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/dolores-jimenez?lang=en,Correcto
412,Mercedes Jiménez Roel,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=412,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=412,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/mercedes-jimenez-roel,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/mercedes-jimenez-roel?lang=en,Correcto
360,Alfonso Leñero,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=360,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=360,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/alfonso-lenero,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/alfonso-lenero?lang=en,Correcto
451,Margarita Lima,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=451,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=451,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/margarita-lima,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/margarita-lima?lang=en,Correcto
408,Stefania Lopardo,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=408,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=408,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/stefania-lopardo,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/stefania-lopardo?lang=en,Correcto
438,Diego Lozada,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=438,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=438,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/diego-lozada,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/diego-lozada?lang=en,Correcto
334,Déborah Luengo,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=334,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=334,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/deborah-luengo,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/deborah-luengo?lang=en,Correcto
344,Mario Lugo,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=344,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=344,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/mario-lugo,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/mario-lugo?lang=en,Correcto
449,Julián Luna,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=449,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=449,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/julian-luna,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/julian-luna?lang=en,Correcto
300,Libna Macías,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=300,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=300,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/libna-macias,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/libna-macias?lang=en,Correcto
173,Laura Maldonado,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=173,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=173,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/laura-maldonado,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/laura-maldonado?lang=en,Correcto
445,Gabriela Mancha,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=445,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=445,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/gabriela-mancha,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/gabriela-mancha?lang=en,Correcto
376,Fernando Mancilla,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=376,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=376,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/fernando-mancilla,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/fernando-mancilla?lang=en,Correcto
407,Alondra Marín,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=407,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=407,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/alondra-marin,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/alondra-marin?lang=en,Correcto
443,Adrián Martínez,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=443,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=443,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/adrian-martinez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/adrian-martinez?lang=en,Correcto
418,Alexa Mendivil,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=418,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=418,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/alexa-mendivil,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/alexa-mendivil?lang=en,Correcto
298,Max Morales,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=298,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=298,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/max-morales,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/max-morales?lang=en,Correcto
181,Gabriela Negrete,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=181,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=181,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/gabriela-negrete,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/gabriela-negrete?lang=en,Correcto
322,Sara Ortiz,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=322,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=322,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/sara-ortiz,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/sara-ortiz?lang=en,Correcto
342,Cynthia Osio,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=342,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=342,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/cynthia-osio,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/cynthia-osio?lang=en,Correcto
428,Gustavo Padilla,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=428,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=428,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/gustavo-padilla,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/gustavo-padilla?lang=en,Correcto
216,Ernesto Palomares,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=216,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=216,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/ernesto-palomares,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/ernesto-palomares?lang=en,Correcto
351,Ileana Pantiga,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=351,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=351,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/ileana-pantiga,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/ileana-pantiga?lang=en,Correcto
297,Alejandro Pérez,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=297,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=297,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/alejandro-perez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/alejandro-perez?lang=en,Correcto
362,Liliana Pérez,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=362,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=362,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/liliana-perez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/liliana-perez?lang=en,Correcto
398,Daniela Pons,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=398,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=398,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/daniela-pons,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/daniela-pons?lang=en,Correcto
384,Christian Ramírez,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=384,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=384,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/christian-ramirez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/christian-ramirez?lang=en,Correcto
450,Juan Arturo Ramos Robles,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=450,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=450,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/juan-arturo-ramos-robles,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/juan-arturo-ramos-robles?lang=en,Correcto
402,Sofía Reyes,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=402,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=402,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/sofia-reyes,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/sofia-reyes?lang=en,Correcto
395,Patricio Reyes Retana,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=395,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=395,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/patricio-reyes-retana,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/patricio-reyes-retana?lang=en,Correcto
326,Ricardo Rosas,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=326,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=326,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/ricardo-rosas,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/ricardo-rosas?lang=en,Correcto
359,Ana Ruiz,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=359,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=359,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/ana-ruiz,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/ana-ruiz?lang=en,Correcto
446,Mariana Salcedo,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=446,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=446,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/mariana-salcedo,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/mariana-salcedo?lang=en,Correcto
192,Efrén Sánchez,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=192,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=192,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/efren-sanchez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/efren-sanchez?lang=en,Correcto
419,Héctor Sánchez,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=419,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=419,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/hector-sanchez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/hector-sanchez?lang=en,Correcto
422,Jaime Antonio Sánchez,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=422,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=422,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/jaime-antonio-sanchez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/jaime-antonio-sanchez?lang=en,Correcto
400,Michael Schreiber,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=400,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=400,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/michael-schreiber,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/michael-schreiber?lang=en,Correcto
429,Santiago Torres,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=429,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=429,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/santiago-torres,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/santiago-torres?lang=en,Correcto
333,Alejandro Torres,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=333,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=333,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/alejandro-torres-associate,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/alejandro-torres-associate?lang=en,Correcto
364,Carlos Ugalde,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=364,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=364,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/carlos-ugalde,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/carlos-ugalde?lang=en,Correcto
425,Gustavo Vaca,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=425,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=425,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/gustavo-vaca,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/gustavo-vaca?lang=en,Correcto
296,Jorge Vázquez,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=296,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=296,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/jorge-vazquez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/jorge-vazquez?lang=en,Correcto
200,Rocío Vega,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=200,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=200,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/rocio-vega,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/rocio-vega?lang=en,Correcto
455,María Elisa Vera Madrigal,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=455,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=455,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/maria-elisa-vera-madrigal,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/maria-elisa-vera-madrigal?lang=en,Correcto
456,Gabriela Zambrano,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=456,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=456,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/gabriela-zambrano,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/gabriela-zambrano?lang=en,Correcto
457,Bernardo Zatarain,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=457,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=457,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/bernardo-zatarain,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/bernardo-zatarain?lang=en,Correcto
,Adrian Rodriguez,,Asociado,Solo en proyecto,Perfil adicional preservado; no figura en el directorio oficial actual,,No aplica,,No aplica,https://webpage-von-wobeser-2026.replit.app/abogado/adrian-rodriguez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/adrian-rodriguez?lang=en,Correcto
,Christopher Wilkerson,,Asociado,Solo en proyecto,Perfil adicional preservado; no figura en el directorio oficial actual,,No aplica,,No aplica,https://webpage-von-wobeser-2026.replit.app/abogado/christopher-wilkerson,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/christopher-wilkerson?lang=en,Correcto
,Jose Carlos Aguilar,,Asociado,Solo en proyecto,Perfil adicional preservado; no figura en el directorio oficial actual,,No aplica,,No aplica,https://webpage-von-wobeser-2026.replit.app/abogado/jose-carlos-aguilar,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/jose-carlos-aguilar?lang=en,Correcto
,Jose Luis Ortega,,Asociado,Solo en proyecto,Perfil adicional preservado; no figura en el directorio oficial actual,,No aplica,,No aplica,https://webpage-von-wobeser-2026.replit.app/abogado/jose-luis-ortega,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/jose-luis-ortega?lang=en,Correcto
,Juan Manuel Moran,,Asociado,Solo en proyecto,Perfil adicional preservado; no figura en el directorio oficial actual,,No aplica,,No aplica,https://webpage-von-wobeser-2026.replit.app/abogado/juan-manuel-moran,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/juan-manuel-moran?lang=en,Correcto
,Paola Hernandez,,Asociada,Solo en proyecto,Perfil adicional preservado; no figura en el directorio oficial actual,,No aplica,,No aplica,https://webpage-von-wobeser-2026.replit.app/abogado/paola-hernandez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/paola-hernandez?lang=en,Correcto
,Raul Quintero,,Asociado,Solo en proyecto,Perfil adicional preservado; no figura en el directorio oficial actual,,No aplica,,No aplica,https://webpage-von-wobeser-2026.replit.app/abogado/raul-quintero,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/raul-quintero?lang=en,Correcto
,Regina Forte,,Asociada,Solo en proyecto,Perfil adicional preservado; no figura en el directorio oficial actual,,No aplica,,No aplica,https://webpage-von-wobeser-2026.replit.app/abogado/regina-forte,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/regina-forte?lang=en,Correcto
,Ruben Villegas,,Asociado,Solo en proyecto,Perfil adicional preservado; no figura en el directorio oficial actual,,No aplica,,No aplica,https://webpage-von-wobeser-2026.replit.app/abogado/ruben-villegas,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/ruben-villegas?lang=en,Correcto
