fecha,tipo,nota,von_wobeser_es,von_wobeser_es_url,von_wobeser_en,von_wobeser_en_url,replit_es,replit_es_url,replit_en,replit_en_url,comparacion,estado_enlaces,enlaces_rotos,contenido_incompatible,referencia
2020-11,noticia,Implementación de la reforma en materia laboral,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1436,si,https://www.vonwobeser.com/index.php/publication?p_id=1435,si,https://webpage-von-wobeser-2026.replit.app/news/implementacion-de-la-reforma-en-materia-laboral,si,https://webpage-von-wobeser-2026.replit.app/news/implementation-of-the-labor-reform?lang=en,En ambas,OK,0,0,p_id ES 1436 | p_id EN 1435
2020-11,noticia,El Senado aprueba la regulación del cannabis,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1444,si,https://www.vonwobeser.com/index.php/publication?p_id=1443,si,https://webpage-von-wobeser-2026.replit.app/news/el-senado-aprueba-la-regulacion-del-cannabis,si,https://webpage-von-wobeser-2026.replit.app/news/the-senate-approves-the-regulation-of-cannabis?lang=en,En ambas,OK,0,0,p_id ES 1444 | p_id EN 1443
2020-11,noticia,"Decreto por el que se reforman diversos artículos de la Ley de Migración y de la Ley Sobre Refugiados, Protección Complementaria y Asilo Político en materia de infancia migrante",si,https://www.vonwobeser.com/index.php/publicacion?p_id=1432,si,https://www.vonwobeser.com/index.php/publication?p_id=1431,si,https://webpage-von-wobeser-2026.replit.app/news/decreto-por-el-que-se-reforman-diversos-articulos-de-la-ley-de-migracion-y-de-la,si,https://webpage-von-wobeser-2026.replit.app/news/decree-reforming-certain-articles-of-the-immigration-and-the-refugees-complement?lang=en,En ambas,OK,0,0,p_id ES 1432 | p_id EN 1431
2020-11,noticia,Aprobación por el Congreso de la Unión del Paquete Económico para 2021,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1430,si,https://www.vonwobeser.com/index.php/publication?p_id=1429,si,https://webpage-von-wobeser-2026.replit.app/news/aprobacion-por-el-congreso-de-la-union-del-paquete-economico-para-2021,si,https://webpage-von-wobeser-2026.replit.app/news/congress-approves-the-economic-package-for-2021?lang=en,En ambas,OK,0,0,p_id ES 1430 | p_id EN 1429
2020-11,articulo,"Adrián Magallanes & Diego Sierra - Latin Lawyer: Litigation 2020, Referencia México",si,https://www.vonwobeser.com/index.php/publicacion?p_id=1447,si,https://www.vonwobeser.com/index.php/publication?p_id=1448,si,https://webpage-von-wobeser-2026.replit.app/news/adrian-magallanes-diego-sierra-latin-lawyer-litigation-2020-referencia-mexico,si,https://webpage-von-wobeser-2026.replit.app/news/adrian-magallanes-diego-sierra-latin-lawyer-litigio-2020-mexico-reference?lang=en,En ambas,OK,0,0,p_id ES 1447 | p_id EN 1448
2020-10,noticia,La Cámara de Diputados aprobó las modificaciones a las disposiciones fiscales para 2021,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1424,si,https://www.vonwobeser.com/index.php/publication?p_id=1423,si,https://webpage-von-wobeser-2026.replit.app/news/la-camara-de-diputados-aprobo-las-modificaciones-a-las-disposiciones-fiscales-pa,si,https://webpage-von-wobeser-2026.replit.app/news/the-chamber-of-deputies-approved-the-amendments-to-the-tax-provisions-for-2021?lang=en,En ambas,OK,0,0,p_id ES 1424 | p_id EN 1423
2020-10,noticia,La CRE impone restricciones para modificar Permisos de Autoabastecimiento y Cogeneración,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1420,si,https://www.vonwobeser.com/index.php/publication?p_id=1419,si,https://webpage-von-wobeser-2026.replit.app/news/la-cre-impone-restricciones-para-modificar-permisos-de-autoabastecimiento-y-coge,si,https://webpage-von-wobeser-2026.replit.app/news/the-cre-imposes-restrictions-on-modifying-self-supply-and-cogeneration-permits?lang=en,En ambas,OK,0,0,p_id ES 1420 | p_id EN 1419
2020-10,noticia,Entrada en vigor de diversas obligaciones de la NOM-035-STPS-2018,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1422,si,https://www.vonwobeser.com/index.php/publication?p_id=1421,si,https://webpage-von-wobeser-2026.replit.app/news/entrada-en-vigor-de-diversas-obligaciones-de-la-nom-035-stps-2018,si,https://webpage-von-wobeser-2026.replit.app/news/entrance-into-force-of-certain-obligations-of-the-nom-035-stps-2018?lang=en,En ambas,OK,0,0,p_id ES 1422 | p_id EN 1421
2020-10,noticia,Emisión del Protocolo de Protección para Personas Alertadoras de la Corrupción,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1426,si,https://www.vonwobeser.com/index.php/publication?p_id=1425,si,https://webpage-von-wobeser-2026.replit.app/news/emision-del-protocolo-de-proteccion-para-personas-alertadoras-de-la-corrupcion,si,https://webpage-von-wobeser-2026.replit.app/news/issuance-of-the-protocol-to-protect-corruption-whistleblowers?lang=en,En ambas,OK,0,0,p_id ES 1426 | p_id EN 1425
2020-10,noticia,Emisión de recomendaciones por parte de la COFECE en materia energética,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1418,si,https://www.vonwobeser.com/index.php/publication?p_id=1417,si,https://webpage-von-wobeser-2026.replit.app/news/emision-de-recomendaciones-por-parte-de-la-cofece-en-materia-energetica,si,https://webpage-von-wobeser-2026.replit.app/news/issuance-of-recommendations-by-the-cofece-in-energy-matters?lang=en,En ambas,OK,0,0,p_id ES 1418 | p_id EN 1417
2020-10,noticia,Eliminación de Cartas de no comercialización y otras modificaciones del Anexo de NOMs,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1416,si,https://www.vonwobeser.com/index.php/publication?p_id=1415,si,https://webpage-von-wobeser-2026.replit.app/news/eliminacion-de-cartas-de-no-comercializacion-y-otras-modificaciones-del-anexo-de,si,https://webpage-von-wobeser-2026.replit.app/news/elimination-of-no-commercialization-letters-and-other-changes-to-the-noms-annex?lang=en,En ambas,OK,0,0,p_id ES 1416 | p_id EN 1415
2020-09,noticia,Von Wobeser y Sierra aconseja a Merck-Iberdrola en México en relación a PPA de energías renovables,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1404,si,https://www.vonwobeser.com/index.php/publication?p_id=1403,si,https://webpage-von-wobeser-2026.replit.app/news/von-wobeser-y-sierra-aconseja-a-merck-iberdrola-en-mexico-en-relacion-a-ppa-de-e,si,https://webpage-von-wobeser-2026.replit.app/news/von-wobeser-seals-merck-iberdrola-renewables-ppa-in-mexico?lang=en,En ambas,OK,0,0,p_id ES 1404 | p_id EN 1403
2020-09,noticia,México Investiga el Mercado de la Publicidad Digital,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1396,si,https://www.vonwobeser.com/index.php/publication?p_id=1395,si,https://webpage-von-wobeser-2026.replit.app/news/mexico-investiga-el-mercado-de-la-publicidad-digital,si,https://webpage-von-wobeser-2026.replit.app/news/mexico-probes-digital-ad-market?lang=en,En ambas,OK,0,0,p_id ES 1396 | p_id EN 1395
2020-09,noticia,Modificación a los Lineamientos para la Ejecución del Plan Gradual hacia la Nueva Normalidad en la Ciudad de México,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1408,si,https://www.vonwobeser.com/index.php/publication?p_id=1407,si,https://webpage-von-wobeser-2026.replit.app/news/modificacion-a-los-lineamientos-para-la-ejecucion-del-plan-gradual-hacia-la-nuev,si,https://webpage-von-wobeser-2026.replit.app/news/modification-of-the-guidelines-for-the-execution-of-the-gradual-plan-toward-the-?lang=en,En ambas,OK,0,0,p_id ES 1408 | p_id EN 1407
2020-09,noticia,Modificaciones a las disposiciones fiscales para 2021,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1400,si,https://www.vonwobeser.com/index.php/publication?p_id=1399,si,https://webpage-von-wobeser-2026.replit.app/news/modificaciones-a-las-disposiciones-fiscales-para-2021,si,https://webpage-von-wobeser-2026.replit.app/news/modifications-to-the-tax-provisions-for-2021?lang=en,En ambas,OK,0,0,p_id ES 1400 | p_id EN 1399
2020-09,noticia,Compliance Laboral respecto al T-MEC. El incumplimiento de obligaciones laborales en México puede resultar en la imposición de sanciones,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1406,si,https://www.vonwobeser.com/index.php/publication?p_id=1405,si,https://webpage-von-wobeser-2026.replit.app/news/compliance-laboral-respecto-al-t-mec-el-incumplimiento-de-obligaciones-laborales,si,https://webpage-von-wobeser-2026.replit.app/news/labor-compliance-under-the-usmca-the-breach-of-labor-obligations-in-mexico-can-r?lang=en,En ambas,OK,0,0,p_id ES 1406 | p_id EN 1405
2020-09,articulo,"Barra Internacional de Abogados, la respuesta de México a la insolvencia del Covid-19",si,https://www.vonwobeser.com/index.php/publicacion?p_id=1450,si,https://www.vonwobeser.com/index.php/publication?p_id=1449,si,https://webpage-von-wobeser-2026.replit.app/news/barra-internacional-de-abogados-la-respuesta-de-mexico-a-la-insolvencia-del-covi,si,https://webpage-von-wobeser-2026.replit.app/news/international-bar-association-mexico-s-insolvency-response-to-covid-19?lang=en,En ambas,OK,0,0,p_id ES 1450 | p_id EN 1449
2020-09,noticia,América Móvil vende subsidiaria en Estados Unidos a Verizon,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1412,si,https://www.vonwobeser.com/index.php/publication?p_id=1411,si,https://webpage-von-wobeser-2026.replit.app/news/america-movil-vende-subsidiaria-en-estados-unidos-a-verizon,si,https://webpage-von-wobeser-2026.replit.app/news/america-movil-sells-subsidiary-in-united-states-to-verizon?lang=en,En ambas,OK,0,0,p_id ES 1412 | p_id EN 1411
2020-09,noticia,América Móvil se desprende del negocio de telefonía móvil prepagado en EE.UU. por 6.900 millones de dólares,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1414,si,https://www.vonwobeser.com/index.php/publication?p_id=1413,si,https://webpage-von-wobeser-2026.replit.app/news/america-movil-se-desprende-del-negocio-de-telefonia-movil-prepagado-en-ee-uu-por,si,https://webpage-von-wobeser-2026.replit.app/news/america-movil-divests-us-prepaid-wireless-business-for-us-6-9-billion?lang=en,En ambas,OK,0,0,p_id ES 1414 | p_id EN 1413
2020-08,noticia,Von Wobeser partner to chair Americas arbitration group,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1388,si,https://www.vonwobeser.com/index.php/publication?p_id=1387,si,https://webpage-von-wobeser-2026.replit.app/news/von-wobeser-partner-to-chair-americas-arbitration-group-4,si,https://webpage-von-wobeser-2026.replit.app/news/von-wobeser-partner-to-chair-americas-arbitration-group-2?lang=en,En ambas,OK,0,0,p_id ES 1388 | p_id EN 1387
2020-08,noticia,Von Wobeser Partner Appointed Chair of ITA Americas Initiative,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1371,si,https://www.vonwobeser.com/index.php/publication?p_id=1372,si,https://webpage-von-wobeser-2026.replit.app/news/von-wobeser-partner-appointed-chair-of-ita-americas-initiative-2,si,https://webpage-von-wobeser-2026.replit.app/news/von-wobeser-partner-appointed-chair-of-ita-americas-initiative?lang=en,En ambas,OK,0,0,p_id ES 1371 | p_id EN 1372
2020-08,noticia,Temas relevantes en materia laboral (Compliance laboral),si,https://www.vonwobeser.com/index.php/publicacion?p_id=1392,si,https://www.vonwobeser.com/index.php/publication?p_id=1391,si,https://webpage-von-wobeser-2026.replit.app/news/temas-relevantes-en-materia-laboral-compliance-laboral,si,https://webpage-von-wobeser-2026.replit.app/news/relevant-labor-law-issues-labor-compliance?lang=en,En ambas,OK,0,0,p_id ES 1392 | p_id EN 1391
2020-08,noticia,Merck firma PPA con Iberdrola en México,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1402,si,https://www.vonwobeser.com/index.php/publication?p_id=1401,si,https://webpage-von-wobeser-2026.replit.app/news/merck-firma-ppa-con-iberdrola-en-mexico,si,https://webpage-von-wobeser-2026.replit.app/news/merck-signs-ppa-with-iberdrola-in-mexico?lang=en,En ambas,OK,0,0,p_id ES 1402 | p_id EN 1401
2020-08,noticia,Las oportunidades para empresas en el sector tecnológico con la crisis sanitaria,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1382,si,https://www.vonwobeser.com/index.php/publication?p_id=1381,si,https://webpage-von-wobeser-2026.replit.app/news/las-oportunidades-para-empresas-en-el-sector-tecnologico-con-la-crisis-sanitaria,si,https://webpage-von-wobeser-2026.replit.app/news/opportunities-for-companies-in-the-technology-sector-with-the-health-crisis?lang=en,En ambas,OK,0,0,p_id ES 1382 | p_id EN 1381
2020-08,noticia,ICC llama a fortalecer las instituciones anticorrupción en México,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1410,si,https://www.vonwobeser.com/index.php/publication?p_id=1409,si,https://webpage-von-wobeser-2026.replit.app/news/icc-llama-a-fortalecer-las-instituciones-anticorrupcion-en-mexico,si,https://webpage-von-wobeser-2026.replit.app/news/icc-calls-for-strengthening-anti-corruption-institutions-in-mexico?lang=en,En ambas,OK,0,0,p_id ES 1410 | p_id EN 1409
2020-08,articulo,GAR Know How - Arbitraje Comercial 2020,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1459,si,https://www.vonwobeser.com/index.php/publication?p_id=1458,si,https://webpage-von-wobeser-2026.replit.app/news/gar-know-how-arbitraje-comercial-2020,si,https://webpage-von-wobeser-2026.replit.app/news/gar-know-how-commercial-arbitration-2020-2?lang=en,En ambas,OK,0,0,p_id ES 1459 | p_id EN 1458
2020-08,noticia,"Entra en vigor el decreto que modifica la Ley de Adquisiciones, Arrendamientos y Servicios del Sector Público",si,https://www.vonwobeser.com/index.php/publicacion?p_id=1380,si,https://www.vonwobeser.com/index.php/publication?p_id=1379,si,https://webpage-von-wobeser-2026.replit.app/news/entra-en-vigor-el-decreto-que-modifica-la-ley-de-adquisiciones-arrendamientos-y-,si,https://webpage-von-wobeser-2026.replit.app/news/decree-amending-the-public-sector-acquisitions-leases-and-services-act-entered-i?lang=en,En ambas,OK,0,0,p_id ES 1380 | p_id EN 1379
2020-08,noticia,El ex presidente de México Peña Nieto investigado por corrupción,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1383,si,https://www.vonwobeser.com/index.php/publication?p_id=1384,si,https://webpage-von-wobeser-2026.replit.app/news/el-ex-presidente-de-mexico-pena-nieto-investigado-por-corrupcion,si,https://webpage-von-wobeser-2026.replit.app/news/mexico-s-ex-president-pena-nieto-investigated-for-corruption?lang=en,En ambas,OK,0,0,p_id ES 1383 | p_id EN 1384
2020-08,noticia,Concluye suspensión de plazos y términos legales de la Secretaría de Medio Ambiente y Recursos Naturales,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1390,si,https://www.vonwobeser.com/index.php/publication?p_id=1389,si,https://webpage-von-wobeser-2026.replit.app/news/concluye-suspension-de-plazos-y-terminos-legales-de-la-secretaria-de-medio-ambie,si,https://webpage-von-wobeser-2026.replit.app/news/suspension-of-legal-terms-and-time-periods-of-the-ministry-of-environment-and-na?lang=en,En ambas,OK,0,0,p_id ES 1390 | p_id EN 1389
2020-08,noticia,Cobro de nuevos derechos a Empresas Certificadas bajo la modalidad IVA e IEPS,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1376,si,https://www.vonwobeser.com/index.php/publication?p_id=1375,si,https://webpage-von-wobeser-2026.replit.app/news/cobro-de-nuevos-derechos-a-empresas-certificadas-bajo-la-modalidad-iva-e-ieps,si,https://webpage-von-wobeser-2026.replit.app/news/companies-certified-under-vat-and-ieps-category-are-charged-with-new-fees?lang=en,En ambas,OK,0,0,p_id ES 1376 | p_id EN 1375
2020-08,noticia,Acuerdo por el que se establecen nuevas actividades esenciales,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1374,si,https://www.vonwobeser.com/index.php/publication?p_id=1373,si,https://webpage-von-wobeser-2026.replit.app/news/acuerdo-por-el-que-se-establecen-nuevas-actividades-esenciales,si,https://webpage-von-wobeser-2026.replit.app/news/ruling-establishing-new-essential-activities?lang=en,En ambas,OK,0,0,p_id ES 1374 | p_id EN 1373
2020-08,noticia,Acuerdo por el que la Comisión Nacional de Hidrocarburos establece diversas medidas a fin de promover el desarrollo de las actividades petroleras,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1378,si,https://www.vonwobeser.com/index.php/publication?p_id=1377,si,https://webpage-von-wobeser-2026.replit.app/news/acuerdo-por-el-que-la-comision-nacional-de-hidrocarburos-establece-diversas-medi,si,https://webpage-von-wobeser-2026.replit.app/news/ruling-by-the-national-hydrocarbons-commission-to-establish-various-measures-to-?lang=en,En ambas,OK,0,0,p_id ES 1378 | p_id EN 1377
2020-08,noticia,Actualización: Concluye la suspensión de términos y plazos de la Comisión Reguladora de Energía,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1386,si,https://www.vonwobeser.com/index.php/publication?p_id=1385,si,https://webpage-von-wobeser-2026.replit.app/news/actualizacion-concluye-la-suspension-de-terminos-y-plazos-de-la-comision-regulad,si,https://webpage-von-wobeser-2026.replit.app/news/update-the-suspension-of-legal-terms-for-the-energy-regulatory-commission-conclu?lang=en,En ambas,OK,0,0,p_id ES 1386 | p_id EN 1385
2020-08,noticia,12 Años de Lucha y Latinoamérica Mantiene el Mismo Nivel de Corrupción,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1394,si,https://www.vonwobeser.com/index.php/publication?p_id=1393,si,https://webpage-von-wobeser-2026.replit.app/news/12-anos-de-lucha-y-latinoamerica-mantiene-el-mismo-nivel-de-corrupcion,si,https://webpage-von-wobeser-2026.replit.app/news/12-years-of-struggle-and-latin-america-maintains-the-same-level-of-corruption?lang=en,En ambas,OK,0,0,p_id ES 1394 | p_id EN 1393
2020-07,noticia,Von Wobeser partner to chair Americas arbitration group,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1369,si,https://www.vonwobeser.com/index.php/publication?p_id=1370,si,https://webpage-von-wobeser-2026.replit.app/news/von-wobeser-partner-to-chair-americas-arbitration-group-3,si,https://webpage-von-wobeser-2026.replit.app/news/von-wobeser-partner-to-chair-americas-arbitration-group?lang=en,En ambas,OK,0,0,p_id ES 1369 | p_id EN 1370
2020-07,noticia,Se emiten nuevas leyes que impactan a la importación y exportación de mercancías,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1346,si,https://www.vonwobeser.com/index.php/publication?p_id=1345,si,https://webpage-von-wobeser-2026.replit.app/news/se-emiten-nuevas-leyes-que-impactan-a-la-importacion-y-exportacion-de-mercancias,si,https://webpage-von-wobeser-2026.replit.app/news/new-laws-are-issued-that-impact-the-import-and-export-of-merchandise?lang=en,En ambas,OK,0,0,p_id ES 1346 | p_id EN 1345
2020-07,noticia,Proyecto de reglamento de cannabis para uso medicinal,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1364,si,https://www.vonwobeser.com/index.php/publication?p_id=1363,si,https://webpage-von-wobeser-2026.replit.app/news/proyecto-de-reglamento-de-cannabis-para-uso-medicinal,si,https://webpage-von-wobeser-2026.replit.app/news/draft-regulation-of-cannabis-for-medical-use?lang=en,En ambas,OK,0,0,p_id ES 1364 | p_id EN 1363
2020-07,noticia,"Posibles criterios para verificar el cumplimiento de la NOM-051-SCFI/SSA1-2010 en el punto de venta de productos, a partir del 1° de octubre de 2020",si,https://www.vonwobeser.com/index.php/publicacion?p_id=1348,si,https://www.vonwobeser.com/index.php/publication?p_id=1347,si,https://webpage-von-wobeser-2026.replit.app/news/posibles-criterios-para-verificar-el-cumplimiento-de-la-nom-051-scfi-ssa1-2010-e,si,https://webpage-von-wobeser-2026.replit.app/news/possible-criteria-for-verifying-compliance-with-the-nom-051-scfi-ssa1-2010-in-th?lang=en,En ambas,OK,0,0,p_id ES 1348 | p_id EN 1347
2020-07,noticia,Posible prórroga a la implementación del nuevo sistema de etiquetado frontal de advertencia bajo la NOM-051- SCFI/SSA1-2010,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1358,si,https://www.vonwobeser.com/index.php/publication?p_id=1357,si,https://webpage-von-wobeser-2026.replit.app/news/posible-prorroga-a-la-implementacion-del-nuevo-sistema-de-etiquetado-frontal-de-,si,https://webpage-von-wobeser-2026.replit.app/news/possible-extension-of-the-implementation-of-the-new-front-warning-label-system-u?lang=en,En ambas,OK,0,0,p_id ES 1358 | p_id EN 1357
2020-07,noticia,Modificación de los criterios de aplicación de pruebas de detección de COVID-19 a los empleados en la Ciudad de México,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1368,si,https://www.vonwobeser.com/index.php/publication?p_id=1367,si,https://webpage-von-wobeser-2026.replit.app/news/modificacion-de-los-criterios-de-aplicacion-de-pruebas-de-deteccion-de-covid-19-,si,https://webpage-von-wobeser-2026.replit.app/news/modification-of-the-standards-for-testing-employees-to-detect-covid-19-in-mexico?lang=en,En ambas,OK,0,0,p_id ES 1368 | p_id EN 1367
2020-07,noticia,Iniciativa de reforma a la Ley del Seguro Social respecto al Sistema de Pensiones,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1356,si,https://www.vonwobeser.com/index.php/publication?p_id=1355,si,https://webpage-von-wobeser-2026.replit.app/news/iniciativa-de-reforma-a-la-ley-del-seguro-social-respecto-al-sistema-de-pensione,si,https://webpage-von-wobeser-2026.replit.app/news/bill-reforming-the-social-security-law-with-respect-to-the-pension-system?lang=en,En ambas,OK,0,0,p_id ES 1356 | p_id EN 1355
2020-07,noticia,Iniciativa de reforma a la Ley Federal del Trabajo en materia de Teletrabajo,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1354,si,https://www.vonwobeser.com/index.php/publication?p_id=1353,si,https://webpage-von-wobeser-2026.replit.app/news/iniciativa-de-reforma-a-la-ley-federal-del-trabajo-en-materia-de-teletrabajo,si,https://webpage-von-wobeser-2026.replit.app/news/bill-reforming-the-federal-labor-law-regarding-telework?lang=en,En ambas,OK,0,0,p_id ES 1354 | p_id EN 1353
2020-07,noticia,Extensión en la suspensión de las actividades y plazos del Tribunal Federal de Justicia Administrativa,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1360,si,https://www.vonwobeser.com/index.php/publication?p_id=1359,si,https://webpage-von-wobeser-2026.replit.app/news/extension-en-la-suspension-de-las-actividades-y-plazos-del-tribunal-federal-de-j-4,si,https://webpage-von-wobeser-2026.replit.app/news/extension-of-the-suspension-in-the-activities-and-terms-of-the-mexican-court-of-?lang=en,En ambas,Formato: 1,0,1,p_id ES 1360 | p_id EN 1359
2020-07,noticia,El Instituto Mexicano de la Propiedad Industrial reinicia actividades,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1350,si,https://www.vonwobeser.com/index.php/publication?p_id=1349,si,https://webpage-von-wobeser-2026.replit.app/news/el-instituto-mexicano-de-la-propiedad-industrial-reinicia-actividades,si,https://webpage-von-wobeser-2026.replit.app/news/the-mexican-institute-of-industrial-property-restarts-activities?lang=en,En ambas,OK,0,0,p_id ES 1350 | p_id EN 1349
2020-07,noticia,"CONAGUA establece medidas transitorias para garantizar el abastecimiento de agua en los centros de población, durante la contingencia generada por el virus SARS-CoV-2 (COVID-19)",si,https://www.vonwobeser.com/index.php/publicacion?p_id=1344,si,https://www.vonwobeser.com/index.php/publication?p_id=1343,si,https://webpage-von-wobeser-2026.replit.app/news/conagua-establece-medidas-transitorias-para-garantizar-el-abastecimiento-de-agua,si,https://webpage-von-wobeser-2026.replit.app/news/conagua-establishes-temporary-measures-to-guarantee-the-supply-of-water-for-popu?lang=en,En ambas,OK,0,0,p_id ES 1344 | p_id EN 1343
2020-07,noticia,Acuerdo por el que se da a conocer el medio de difusión de los criterios para las poblaciones en situación de vulnerabilidad,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1366,si,https://www.vonwobeser.com/index.php/publication?p_id=1365,si,https://webpage-von-wobeser-2026.replit.app/news/acuerdo-por-el-que-se-da-a-conocer-el-medio-de-difusion-de-los-criterios-para-la,si,https://webpage-von-wobeser-2026.replit.app/news/ruling-announcing-the-method-for-disseminating-the-standards-for-vulnerable-popu?lang=en,En ambas,OK,0,0,p_id ES 1366 | p_id EN 1365
2020-07,noticia,Actualización: Quinta ampliación de la suspensión de términos y plazos del Centro Nacional de Control de Energía,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1352,si,https://www.vonwobeser.com/index.php/publication?p_id=1351,si,https://webpage-von-wobeser-2026.replit.app/news/actualizacion-quinta-ampliacion-de-la-suspension-de-terminos-y-plazos-del-centro,si,https://webpage-von-wobeser-2026.replit.app/news/update-fifth-extension-of-the-suspension-of-time-periods-for-the-national-energy?lang=en,En ambas,OK,0,0,p_id ES 1352 | p_id EN 1351
2020-07,noticia,Actualización: Concluye suspensión de términos y plazos de la Comisión Nacional de Hidrocarburos,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1362,si,https://www.vonwobeser.com/index.php/publication?p_id=1361,si,https://webpage-von-wobeser-2026.replit.app/news/actualizacion-concluye-suspension-de-terminos-y-plazos-de-la-comision-nacional-d,si,https://webpage-von-wobeser-2026.replit.app/news/update-the-suspension-of-time-periods-for-the-national-hydrocarbons-commission-i?lang=en,En ambas,OK,0,0,p_id ES 1362 | p_id EN 1361
2020-06,noticia,Sexta extensión en la suspensión de las actividades de la Comisión Federal de Competencia Económica y sus procedimientos,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1342,si,https://www.vonwobeser.com/index.php/publication?p_id=1341,si,https://webpage-von-wobeser-2026.replit.app/news/sexta-extension-en-la-suspension-de-las-actividades-de-la-comision-federal-de-co,si,https://webpage-von-wobeser-2026.replit.app/news/sixth-extension-of-the-suspension-in-the-activities-of-the-mexican-antitrust-com?lang=en,En ambas,OK,0,0,p_id ES 1342 | p_id EN 1341
2020-06,noticia,Se publica la versión preliminar de las “Reglamentaciones Uniformes” del T-MEC,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1308,si,https://www.vonwobeser.com/index.php/publication?p_id=1307,si,https://webpage-von-wobeser-2026.replit.app/news/se-publica-la-version-preliminar-de-las-reglamentaciones-uniformes-del-t-mec,si,https://webpage-von-wobeser-2026.replit.app/news/the-preliminary-version-of-the-uniform-regulations-of-the-usmca-published?lang=en,En ambas,OK,0,0,p_id ES 1308 | p_id EN 1307
2020-06,noticia,Quinta extensión en la supensión de las actividades de la Comisión Federal de Competencia Económica y sus procedimientos,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1330,si,https://www.vonwobeser.com/index.php/publication?p_id=1329,si,https://webpage-von-wobeser-2026.replit.app/news/quinta-extension-en-la-supension-de-las-actividades-de-la-comision-federal-de-co,si,https://webpage-von-wobeser-2026.replit.app/news/fifth-extension-of-the-suspension-in-the-activities-of-the-mexican-antitrust-com?lang=en,En ambas,OK,0,0,p_id ES 1330 | p_id EN 1329
2020-06,noticia,Publicación de disposiciones legales en preparación a la entrada en vigor del T-MEC,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1340,si,https://www.vonwobeser.com/index.php/publication?p_id=1339,si,https://webpage-von-wobeser-2026.replit.app/news/publicacion-de-disposiciones-legales-en-preparacion-a-la-entrada-en-vigor-del-t-,si,https://webpage-von-wobeser-2026.replit.app/news/publication-of-legal-provisions-in-preparation-for-the-entrance-into-force-of-th?lang=en,En ambas,OK,0,0,p_id ES 1340 | p_id EN 1339
2020-06,noticia,Procedimientos electrónicos en materia concursal y comercial,si,https://www.vonwobeser.com/index.php/publicacion?p_id=1324,si,https://www.vonwobeser.com/index.php/publication?p_id=1323,si,https://webpage-von-wobeser-2026.replit.app/news/procedimientos-electronicos-en-materia-concursal-y-comercial,si,https://webpage-von-wobeser-2026.replit.app/news/bankruptcy-and-commercial-electronic-proceedings?lang=en,En ambas,OK,0,0,p_id ES 1324 | p_id EN 1323
